"product_id","product_name","in_stock","available_units","price","seller_id","category_id"
"P1812000411214","Elegant Bed","yes",202,3.99,"S1212000199527","C1912000007217"
"P1812000372193","Sleek Desk","yes",363,4.99,"S1212000108184","C1912000007217"
"P1812000466381","Fashionable Luggage","no",0,4.99,"S1212000192805","C1912000007217"
"P1812000051687","Reliable Tablet","yes",149,3.99,"S1212000192805","C1912000007217"
"P1812000330979","High-Quality Tablet","yes",61,3.99,"S1212000199527","C1912000007217"
"P1812000455748","Advanced Alarm Clock","yes",0,3.99,"S1212000192805","C1912000007217"
"P1812000352325","Fashionable Bed","yes",392,3.99,"S1212000055964","C1912000007217"
"P1812000419516","Premium Luggage","yes",0,3.99,"S1212000055964","C1912000007217"
"P1812000364718","Fashionable Mattress","yes",138,3.99,"S1212000108184","C1912000007217"
"P1812000111150","Stylish Luggage","yes",386,3.99,"S1212000108184","C1912000007217"
"P1812000156554","Sleek Luggage","yes",348,4.99,"S1212000192805","C1912000007217"
"P1812000272960","Flexible Curtains","yes",10,3.99,"S1212000192805","C1912000007217"
"P1812000262638","Dynamic Curtains","yes",109,3.99,"S1212000192805","C1912000007217"
"P1812000181633","Portable Couch","no",0,3.99,"S1212000055964","C1912000007217"
"P1812000452308","High-Performance Bed","yes",67,4.99,"S1212000199527","C1912000007217"
"P1812000479551","Luxurious Luggage","yes",256,4.99,"S1212000199527","C1912000007217"
"P1812000145379","Trendy Luggage","yes",339,3.99,"S1212000199527","C1912000007217"
"P1812000435502","Innovative Couch","yes",425,4.99,"S1212000199527","C1912000007217"
"P1812000204497","Sleek Curtains","yes",299,4.99,"S1212000199527","C1912000007217"
"P1812000209621","Versatile Alarm Clock","yes",393,4.99,"S1212000108184","C1912000007217"
"P1812000291656","Compact Mattress","yes",266,3.99,"S1212000192805","C1912000007217"
"P1812000304930","Sleek Cookware Set","yes",395,3.99,"S1212000199527","C1912000007217"
"P1812000354989","Compact Luggage","yes",448,4.99,"S1212000055964","C1912000007217"
"P1812000210572","Portable Couch","yes",313,3.99,"S1212000199527","C1912000007217"
"P1812000261125","Luxurious Mattress","yes",121,3.99,"S1212000108184","C1912000007217"
"P1812000437358","Eco-Friendly Mattress","yes",284,3.99,"S1212000199527","C1912000007217"
"P1812000277262","Compact Mattress","yes",115,3.99,"S1212000055964","C1912000007217"
"P1812000234878","Compact Toy","yes",0,2.99,"S1212000068705","C1912000008398"
"P1812000310836","Powerful Baby Carrier","yes",5,2.99,"S1212000079917","C1912000008398"
"P1812000377473","User-Friendly Baby Carrier","yes",299,2.99,"S1212000068705","C1912000008398"
"P1812000180975","Fashionable Toy","no",0,2.99,"S1212000068705","C1912000008398"
"P1812000426661","Chic Toy","yes",83,2.99,"S1212000079917","C1912000008398"
"P1812000297972","Sleek Baby Carrier","yes",11,2.99,"S1212000079917","C1912000008398"
"P1812000386523","High-Quality Baby Monitor","yes",156,1.99,"S1212000079917","C1912000008398"
"P1812000161795","User-Friendly Toy","yes",72,2.99,"S1212000079917","C1912000008398"
"P1812000340578","Stylish Toy","yes",0,1.99,"S1212000079917","C1912000008398"
"P1812000134250","Compact Baby Monitor","yes",264,2.99,"S1212000079917","C1912000008398"
"P1812000274520","Innovative Baby Stroller","yes",439,2.99,"S1212000068705","C1912000008398"
"P1812000260896","Practical Toy","yes",494,2.99,"S1212000068705","C1912000008398"
"P1812000102579","Elegant Baby Monitor","yes",0,2.99,"S1212000079917","C1912000008398"
"P1812000152438","Futuristic Baby Stroller","yes",155,2.99,"S1212000079917","C1912000008398"
"P1812000375316","Robust Baby Monitor","yes",332,2.99,"S1212000079917","C1912000008398"
"P1812000476451","Modern Baby Monitor","yes",224,2.99,"S1212000079917","C1912000008398"
"P1812000428274","Efficient Baby Monitor","no",0,2.99,"S1212000079917","C1912000008398"
"P1812000109264","High-Quality Baby Carrier","yes",0,2.99,"S1212000079917","C1912000008398"
"P1812000013764","Chic Toy","yes",225,2.99,"S1212000079917","C1912000008398"
"P1812000282429","Portable Baby Stroller","yes",475,2.99,"S1212000068705","C1912000008398"
"P1812000017808","Sleek Baby Monitor","yes",79,2.99,"S1212000079917","C1912000008398"
"P1812000299856","Chic Baby Stroller","yes",239,2.99,"S1212000068705","C1912000008398"
"P1812000500279","Eco-Friendly Baby Monitor","no",0,2.99,"S1212000079917","C1912000008398"
"P1812000159688","Robust Toy","yes",63,1.99,"S1212000079917","C1912000008398"
"P1812000233974","Comfortable Baby Carrier","yes",390,2.99,"S1212000079917","C1912000008398"
"P1812000333582","Comfortable Baby Monitor","yes",433,2.99,"S1212000068705","C1912000008398"
"P1812000344890","Fashionable Toy","yes",271,2.99,"S1212000079917","C1912000008398"
"P1812000188491","Dynamic Toy","yes",283,1.99,"S1212000079917","C1912000008398"
"P1812000239508","Sustainable Toy","no",0,2.99,"S1212000079917","C1912000008398"
"P1812000045323","Dynamic Baby Carrier","yes",487,2.99,"S1212000068705","C1912000008398"
"P1812000039874","Chic Baby Monitor","yes",0,2.99,"S1212000079917","C1912000008398"
"P1812000325809","Dynamic Baby Stroller","no",0,2.99,"S1212000079917","C1912000008398"
"P1812000345416","Stylish Baby Stroller","yes",0,2.99,"S1212000079917","C1912000008398"
"P1812000294514","Fashionable Baby Stroller","no",0,2.99,"S1212000068705","C1912000008398"
"P1812000324544","Trendy Baby Stroller","yes",231,2.99,"S1212000068705","C1912000008398"
"P1812000237893","Luxurious Toy","yes",278,2.99,"S1212000068705","C1912000008398"
"P1812000137866","Fashionable Toy","yes",109,2.99,"S1212000068705","C1912000008398"
"P1812000480955","Innovative Baby Monitor","yes",273,2.99,"S1212000079917","C1912000008398"
"P1812000441388","Practical Baby Monitor","yes",220,1.99,"S1212000079917","C1912000008398"
"P1812000471835","Eco-Friendly Jacket","yes",0,2.99,"S1212000145379","C1912000009328"
"P1812000194688","Fashionable Sneakers","yes",0,3.99,"S1212000145379","C1912000009328"
"P1812000385781","Modern Sneakers","yes",74,3.99,"S1212000049680","C1912000009328"
"P1812000229621","Chic Backpack","no",0,2.99,"S1212000004625","C1912000009328"
"P1812000148666","Innovative Backpack","yes",0,3.99,"S1212000164295","C1912000009328"
"P1812000061140","Sleek Jacket","yes",260,2.99,"S1212000049680","C1912000009328"
"P1812000270321","Comfortable Jacket","yes",373,2.99,"S1212000004625","C1912000009328"
"P1812000113277","Stylish Shirt","yes",357,2.99,"S1212000049680","C1912000009328"
"P1812000395813","Ergonomic Backpack","no",0,2.99,"S1212000049680","C1912000009328"
"P1812000059376","Elegant Jacket","yes",483,2.99,"S1212000004625","C1912000009328"
"P1812000397546","Premium Jacket","yes",204,2.99,"S1212000164295","C1912000009328"
"P1812000424536","Chic Sneakers","yes",0,3.99,"S1212000145379","C1912000009328"
"P1812000176294","Stylish Sneakers","no",0,3.99,"S1212000164295","C1912000009328"
"P1812000467684","Robust Shirt","yes",289,2.99,"S1212000145379","C1912000009328"
"P1812000241445","Eco-Friendly Backpack","yes",292,3.99,"S1212000049680","C1912000009328"
"P1812000362336","Comfortable Shirt","no",0,2.99,"S1212000145379","C1912000009328"
"P1812000366182","Premium Sneakers","yes",431,2.99,"S1212000145379","C1912000009328"
"P1812000312276","Robust Backpack","yes",489,3.99,"S1212000049680","C1912000009328"
"P1812000483745","Versatile Shirt","yes",497,3.99,"S1212000164295","C1912000009328"
"P1812000218557","Sustainable Shirt","no",0,3.99,"S1212000049680","C1912000009328"
"P1812000409240","Powerful Backpack","yes",251,2.99,"S1212000145379","C1912000009328"
"P1812000357959","Sleek Sneakers","yes",181,2.99,"S1212000145379","C1912000009328"
"P1812000365132","Stylish Jacket","yes",261,3.99,"S1212000145379","C1912000009328"
"P1812000047316","Durable Jacket","yes",98,3.99,"S1212000049680","C1912000009328"
"P1812000251977","Stylish Shirt","yes",0,3.99,"S1212000049680","C1912000009328"
"P1812000185183","Elegant Sneakers","yes",262,2.99,"S1212000004625","C1912000009328"
"P1812000478218","Premium Backpack","yes",73,2.99,"S1212000004625","C1912000009328"
"P1812000400342","Dynamic Jacket","yes",156,2.99,"S1212000004625","C1912000009328"
"P1812000286636","Modern Backpack","yes",239,2.99,"S1212000049680","C1912000009328"
"P1812000044920","Practical Jacket","yes",330,2.99,"S1212000145379","C1912000009328"
"P1812000125843","Sleek Shirt","yes",281,3.99,"S1212000049680","C1912000009328"
"P1812000076851","Durable Jacket","yes",402,3.99,"S1212000004625","C1912000009328"
"P1812000009328","Practical Sneakers","yes",403,3.99,"S1212000004625","C1912000009328"
"P1812000136713","Gorgeous Jacket","yes",348,2.99,"S1212000049680","C1912000009328"
"P1812000038720","Sleek Sneakers","yes",34,3.99,"S1212000049680","C1912000009328"
"P1812000001514","Sleek Smartphone","yes",318,54.99,"S1212000056958","C1912000010343"
"P1812000244608","Sleek Smartwatch","yes",155,39.99,"S1212000056958","C1912000010343"
"P1812000446400","Efficient Smartwatch","yes",192,42.99,"S1212000023125","C1912000010343"
"P1812000084994","Sleek Smartphone","yes",46,60.99,"S1212000062530","C1912000010343"
"P1812000326973","High-Performance Smartwatch","yes",374,61.99,"S1212000122884","C1912000010343"
"P1812000019447","Sustainable Smartphone","yes",99,37.99,"S1212000146899","C1912000010343"
"P1812000141525","Elegant Smartwatch","yes",333,58.99,"S1212000122884","C1912000010343"
"P1812000250369","Practical Smartphone","yes",473,39.99,"S1212000056958","C1912000010343"
"P1812000398437","Innovative Smartwatch","no",0,60.99,"S1212000146899","C1912000010343"
"P1812000211299","Fashionable Smartphone","yes",64,51.99,"S1212000056958","C1912000010343"
"P1812000293781","Stylish Smartphone","no",0,64.99,"S1212000146899","C1912000010343"
"P1812000217351","Sleek Smartphone","yes",0,57.99,"S1212000146899","C1912000010343"
"P1812000416808","Versatile Smartwatch","yes",0,56.99,"S1212000056958","C1912000010343"
"P1812000027865","Fashionable Smartwatch","yes",462,52.99,"S1212000056958","C1912000010343"
"P1812000216672","Practical Smartwatch","yes",210,35.99,"S1212000062530","C1912000010343"
"P1812000112173","Comfortable Smartwatch","yes",51,45.99,"S1212000146899","C1912000010343"
"P1812000339422","Elegant Smartphone","yes",136,47.99,"S1212000023125","C1912000010343"
"P1812000393961","Stylish Smartwatch","yes",86,50.99,"S1212000146899","C1912000010343"
"P1812000072697","Comfortable Smartphone","yes",147,35.99,"S1212000056958","C1912000010343"
"P1812000309500","Stylish Smartphone","yes",0,38.99,"S1212000056958","C1912000010343"
"P1812000195529","Versatile Smartwatch","yes",143,57.99,"S1212000146899","C1912000010343"
"P1812000451501","Elegant Smartwatch","yes",57,36.99,"S1212000062530","C1912000010343"
"P1812000399843","Elegant Smartwatch","yes",73,55.99,"S1212000122884","C1912000010343"
"P1812000151863","Portable Smartphone","yes",33,47.99,"S1212000056958","C1912000010343"
"P1812000473822","Sophisticated Smartphone","yes",317,60.99,"S1212000146899","C1912000010343"
"P1812000302203","Sleek Smartwatch","yes",269,61.99,"S1212000056958","C1912000010343"
"P1812000382707","Flexible Smartwatch","yes",419,56.99,"S1212000056958","C1912000010343"
"P1812000337864","Robust Smartwatch","yes",74,58.99,"S1212000146899","C1912000010343"
"P1812000289316","Portable Calculator","yes",36,2.99,"S1212000169599","C1912000011113"
"P1812000100582","Luxurious Calculator","yes",426,1.99,"S1212000109264","C1912000011113"
"P1812000418277","Powerful Notebook","no",0,2.99,"S1212000169599","C1912000011113"
"P1812000498487","Premium Notebook","yes",163,2.99,"S1212000169599","C1912000011113"
"P1812000021454","Stylish Calculator","yes",256,1.99,"S1212000109264","C1912000011113"
"P1812000381949","User-Friendly Calculator","yes",471,2.99,"S1212000169599","C1912000011113"
"P1812000296810","User-Friendly Notebook","yes",135,1.99,"S1212000171443","C1912000011113"
"P1812000275156","Eco-Friendly Calculator","yes",208,1.99,"S1212000178263","C1912000011113"
"P1812000496204","Sleek Notebook","yes",232,1.99,"S1212000109264","C1912000011113"
"P1812000415115","Compact Notebook","yes",459,1.99,"S1212000169599","C1912000011113"
"P1812000257980","Durable Notebook","yes",19,1.99,"S1212000109264","C1912000011113"
"P1812000343210","Comfortable Calculator","yes",116,1.99,"S1212000171443","C1912000011113"
"P1812000407502","Comfortable Notebook","yes",60,1.99,"S1212000171443","C1912000011113"
"P1812000248456","Eco-Friendly Notebook","yes",363,2.99,"S1212000109264","C1912000011113"
"P1812000088377","High-Quality Notebook","yes",278,1.99,"S1212000171443","C1912000011113"
"P1812000099163","Advanced Notebook","yes",102,1.99,"S1212000169599","C1912000011113"
"P1812000388637","Compact Calculator","no",0,2.99,"S1212000178263","C1912000011113"
"P1812000205627","Sustainable Calculator","yes",168,1.99,"S1212000109264","C1912000011113"
"P1812000412889","Elegant Calculator","yes",497,1.99,"S1212000169599","C1912000011113"
"P1812000401205","Versatile Notebook","yes",259,1.99,"S1212000169599","C1912000011113"
"P1812000414813","Compact Notebook","yes",261,1.99,"S1212000178263","C1912000011113"
"P1812000090636","Stylish Calculator","yes",342,2.99,"S1212000109264","C1912000011113"
"P1812000447109","Advanced Handbag","yes",22,6.99,"S1212000016867","C1912000013764"
"P1812000457494","Futuristic Handbag","yes",217,5.99,"S1212000083168","C1912000013764"
"P1812000245156","Compact Handbag","yes",72,4.99,"S1212000115335","C1912000013764"
"P1812000057252","Advanced Sunglasses","no",0,6.99,"S1212000110747","C1912000013764"
"P1812000067215","Affordable Sunglasses","yes",420,5.99,"S1212000110747","C1912000013764"
"P1812000259436","Elegant Sunglasses","yes",172,5.99,"S1212000152438","C1912000013764"
"P1812000298787","Innovative Sunglasses","yes",118,5.99,"S1212000110747","C1912000013764"
"P1812000423623","Futuristic Sunglasses","yes",0,5.99,"S1212000152438","C1912000013764"
"P1812000004625","Stylish Sunglasses","no",0,5.99,"S1212000187732","C1912000013764"
"P1812000240826","Sleek Sunglasses","yes",166,6.99,"S1212000083168","C1912000013764"
"P1812000135765","User-Friendly Dress","yes",55,5.99,"S1212000016867","C1912000013764"
"P1812000018190","Elegant Handbag","yes",0,6.99,"S1212000110747","C1912000013764"
"P1812000131212","Chic Handbag","yes",147,4.99,"S1212000153138","C1912000013764"
"P1812000178263","Dynamic Dress","yes",240,6.99,"S1212000011113","C1912000013764"
"P1812000231153","Sustainable Handbag","yes",318,6.99,"S1212000016867","C1912000013764"
"P1812000153138","Elegant Dress","yes",153,4.99,"S1212000016867","C1912000013764"
"P1812000203528","Gorgeous Sunglasses","yes",290,5.99,"S1212000083168","C1912000013764"
"P1812000008398","Sophisticated Handbag","yes",473,4.99,"S1212000153138","C1912000013764"
"P1812000115335","Fashionable Dress","yes",88,5.99,"S1212000110747","C1912000013764"
"P1812000322880","Compact Handbag","yes",365,6.99,"S1212000110747","C1912000013764"
"P1812000341659","Reliable Dress","yes",105,6.99,"S1212000115335","C1912000013764"
"P1812000173558","Eco-Friendly Dress","yes",75,5.99,"S1212000110747","C1912000013764"
"P1812000010343","Sustainable Dress","yes",11,6.99,"S1212000153138","C1912000013764"
"P1812000177960","Luxurious Sunglasses","yes",147,6.99,"S1212000115335","C1912000013764"
"P1812000064415","Compact Sunglasses","yes",446,5.99,"S1212000083168","C1912000013764"
"P1812000474318","Compact Handbag","yes",315,6.99,"S1212000110747","C1912000013764"
"P1812000484135","High-Performance Dress","yes",369,4.99,"S1212000115335","C1912000013764"
"P1812000235636","Sustainable Dress","yes",491,6.99,"S1212000083168","C1912000013764"
